f,amp
1.2329055379113,0.00120140659353
1.29130938034134,0.00117029501590815
1.35247986523157,0.00117199132645261
1.41654805091966,0.00115208665620022
1.48365120409443,0.00117069370394892
1.55393309389101,0.00109930153750365
1.62754429991753,0.0011318893212038
1.70464253487341,0.00111793261038457
1.78539298245023,0.00107953125481682
1.8699686512394,0.00101648703136325
1.95855074540463,0.0010419509763475
2.05132905291359,0.000987511217940685
2.14850235216042,0.000986135432694621
2.25027883785025,0.00100944928714483
2.35687656705836,0.000934302518391388
2.4685239264195,0.000935383334868036
2.58546012144838,0.000914963729474237
2.70793568903973,0.000901734501909196
2.83621303424599,0.00091132823893112
2.97056699248252,0.000921095402134055
3.11128541836511,0.000901370490144071
3.25866980244121,0.000864518833304961
3.41303591713619,0.000879340080217287
3.57471449329879,0.000857068797629302
3.74405192879501,0.000840334581134057
3.92141103066884,0.000830088415928591
4.10717179245971,0.000831552254857594
4.30173220834225,0.000833627310809952
4.50550912583251,0.000850899679759641
4.71893913888769,0.000846655288928586
4.94247952331279,0.000829738068409622
5.17660921647831,0.000785646365043477
5.42182984344805,0.000753018422125022
5.67866679171552,0.000804245146446231
5.94767033685159,0.000795345359314438
6.22941682147504,0.000767580840113601
6.524509890072,0.000763876807726253
6.83358178231003,0.000759463643515019
7.15729468761739,0.000738236722585443
7.49634216393022,0.000743745653319947
7.85145062364688,0.000757861540315946
8.22338088997331,0.000715230638782105
8.61292982699392,0.000715513060844355
9.02093204696035,0.000734136074700022
9.44826169845604,0.000723453749810862
9.89583433926777,0.000731454895370088
10.3646088979768,0.000728529460676625
10.8555897284725,0.000722756530794865
11.3698287617896,0.000710353643906546
11.9084277598808,0.000705803555089556
12.4725406761516,0.000680804590144301
13.0633761278166,0.00067899613409614
13.6821999853733,0.000721540501954174
14.3303380847412,0.000729247419416941
15.0091790678779,0.000693195901540534
15.7201773579575,0.000686198991149495
16.4648562754857,0.000768687162056211
17.2448113020288,0.000628119646270703
18.0617134985471,0.000674965643087332
18.9173130856596,0.000633552111517842
19.8134431935074,0.000611696657802221
20.7520237892523,0.000612381957541381
21.7350657906251,0.00057544596937382
22.7646753743347,0.000560654123836733
23.8430584885723,0.000527605401907279
24.9725255792757,0.00051227255126192
26.1554965402813,0.000493794038882354
27.3945058979697,0.000434943988628305
28.692208241512,0.000411450958333222
30.0513839103519,0.000382443558224327
31.4749449511094,0.000362818280496114
32.9659413566677,0.000330093313903746
34.5275676008116,0.000306453898495952
36.1631694824176,0.000293422117148716
37.8762512938596,0.000243061233337225
39.6704833289874,0.000211972150966171
41.5497097467669,0.000175308675917624
43.5179568074258,0.000153555951008814
45.5794414987541,0.000136507975316388
47.7385805710402,0.000148884013253409
50,0.000117611301923985
